Epoch 0:  loss = 6.7760,  acc = 0.5737,  val_loss = 2.7410,  val_acc = 0.3167 
Epoch 1:  loss = 1.6208,  acc = 0.4901,  val_loss = 1.7999,  val_acc = 0.3082 
Epoch 2:  loss = 1.5406,  acc = 0.4443,  val_loss = 2.2461,  val_acc = 0.2722 
Epoch 3:  loss = 1.4425,  acc = 0.3661,  val_loss = 1.4025,  val_acc = 0.2500 
Epoch 4:  loss = 1.3885,  acc = 0.2497,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 5:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 6:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 7:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 8:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 9:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 10:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 11:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 12:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 13:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 14:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 15:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 16:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 17:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 18:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 19:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 20:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 21:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 22:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 23:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 24:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 25:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 26:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 27:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 28:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 29:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 30:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 31:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 32:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 33:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 34:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 35:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 36:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 37:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 38:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
Epoch 39:  loss = 1.3863,  acc = 0.2500,  val_loss = 1.3863,  val_acc = 0.2500 
